1808,<b>청년창업</b> 소득세/법인세 감면 문의드립니다.,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40309&docId=347092349&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,... 프리랜서로 업무시 종합소득세 신고시 경비인정항목이 적어 <b>세금</b>을... 제가 할 일이 <b>청년창업</b> 소득세 감면대상이 될까요? 일반사업자로 등록 후에도... <b>12</b>. <b>31</b>.&gt; 1. 광업 2. 제조업(제조업과 유사한 사업으로서 대통령령으로 정하는...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1809,엑셀 다중함수 수식,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=102020101&docId=456942830&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,"조건1 : '2020(판관비)_급여'!F:F 에서 &quot;2020&quot;년도만 포함 (F:F -&gt; 2020-<b>01-01</b> ,<b>2021-01-01</b> 이런식임) 조건2 : '2020... =SUMIFS('2020(판관비)_급여'!H:H,'2020(판관비)_급여'!F:F,&quot;&gt;=2020-<b>01-01</b>&quot;,'2020(판관비)_급여'!F:F,&quot;&lt;=2020-<b>12-31</b>&quot;,'2020...","청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1810,공공기간 기간제 퇴직금,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60802&docId=429933710&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,... 04 입사 2020 <b>12</b> <b>31</b> 퇴직 이렇게 다시 제 공고 해서 입사 <b>2021</b> <b>01</b>.04 ~~<b>2021</b> <b>12</b> <b>31</b> 퇴직 이렇게 2년을 다녔는데 퇴직금을 받을수 없을까요 ? 안녕하세요. 로시컴-네이버 지식iN 협력 공인노무사 이기쁨 입니다....,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1811,중소기업 소득세 감면 문의,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40301&docId=411036479&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,"... 2020년 <b>12</b>월 <b>31</b>일 퇴사, <b>2021</b>년 1월 4일 스타트업C 입사 후 현재까지 재직중입니다. 소득세 감면 기간이 5년이라... 2020-<b>01-01 ~</b> 2020-09-30까지 감면을 받았는데 이렇게되면 기간이 불일치한 것 아닌가요? 더불어, 새로 입사하게 된...","청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1812,고퇴 장기대기 면제 질문올립니다.,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60301&docId=344595781&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,... 1.2017년에 보충역 판정받았으니 2018년 2019년 2020년 햇수로 3년차니 이번해 지나고 <b>2021</b>년 <b>01</b>월<b>01</b>일에 장기대기... 2020 <b>12</b>월 <b>31</b>일까지도 소집되지 않을 경우 그 익일인 <b>2021</b>년 1월 1일에 전시근로역에 편입됩니다. 신체등급 1~3급임에도...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1813,일시적 2주택 양도세 발생(신축 이전),https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40301&docId=479358177&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,... 신규주택(B)을 분양권으로 2020년 <b>12</b>월 <b>31</b>일 이전 취득인지 <b>2021</b>년 1월 1일 이후 취득하였는지 아니면 주택으로... 소중한 <b>세금</b>을 절세하시길 바랍니다. ※ 추가적인 상담이나 심층 상담을 원하시면 사진(김기성 세무사) 아래에 있는...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1814,계약직 2년 무기계약직 기준이 무엇일까요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60804&docId=435400905&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,... 거기에도 근무기간이 <b>2021</b>년<b>01</b>월<b>01</b>일부터 되어있습니다. 이렇케 된 경우 이번년도 2022년<b>12</b>월<b>31</b>일 퇴사하면 무기계약직퇴사가 아닌 계약직 퇴사인지가 궁금합니다. 입사일이 언제인가요? 말이라는 표현말고 정확하게요.,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1815,전자상거래업 단순경비율,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40301&docId=399082249&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,"... 다름이 아니라 매출이 점점 늘어가면서 <b>세금</b>에 대한 걱정을 하게 되었는데요 저는 <b>2021</b>년 4월 사업자 등록을... 8월 <b>31</b>일 까지의 총 매출이 4500만원 이며, <b>2021</b>년 <b>12</b>월 말까지 7,700만원 정도의 수익을 예상하고 있습니다. 이 경우...","청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1816,근로계약서에 관하여,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60222&docId=443515603&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,<b>2021</b>년 입사하면서 근로계약 종료일이 없는 계약을 했습니다. 작년10월에 전직원에게 근로 계약서를 받아야한다... 그때는 근로계약종료일이 2022년<b>01</b>월<b>01</b>일~2022년<b>12</b>월<b>31</b>일로 계약기간이 정해져 있었습니다 그런데 근로계약서가 새로...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1817,중소기업 청년 <b>세금</b> 감면 대상자에대해..,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40301&docId=335727516&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,안녕하세요 올해 6월 24일 입사한 사회초년생인데요 중소기업<b>세금</b> 감면 대상자에 적용이 되나요? 된다면 절차를... 1일)부터 <b>2021</b>년 <b>12</b>월 <b>31</b>일까지 취업(경력단절 여성의 경우에는 동일한 중소기업체에 재취업)하는 경우 그...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1818,중소기업전세대출 질문드립니다,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4020201&docId=347449063&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,... 중소기업 전세대출이 <b>2021</b>년 <b>12</b>월 <b>31</b>일까지잖아요. 만약에 내년에... https://www.hf.go.kr/hf/sub02/sub08_<b>01</b>.do http://nhuf.molit.go.kr/FP/FP08/FP0801/FP08010101.jsp... 9%) - 만 25세 미만: 청년버팀목전세대출 전<b>세금</b> 5000만원 중 3500만원 만 대출...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1819,엑셀 고수님들 도와주세요!!!!,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=102020101&docId=447794291&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,"... 첫번째표는 날짜가 행으로 정렬되어 있고, 두번째 표에서는 열로 날짜가 정렬되어 있으며, 두 표 모두 날짜는 <b>2021-01-01</b>부터 <b>2021-</b><b>12-31</b> 까지 입니다. 도저히 어떻게 해야할지 모르겠어요 ㅜㅜ 제발 도와주세요.....","청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1820,제 경우는 실업급여 해당이 안된가요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=435376432&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,... 2020년 <b>12</b>월 말에 입사했으며 2022년 <b>12</b>월 <b>31</b>일 계약만료입니다. 사직서는 계약만료로 작성했습니다. 근데... 고용보험은 <b>2021</b>년<b>01</b>월<b>01</b>월에 가입되어 있어서 2020년<b>12</b>월말에 입사했지만 고용보험이 <b>2021</b>년<b>01</b>월<b>01</b>일에...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1821,<b>청년창업</b>자금 대출 질문,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4010505&docId=416911868&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,... 중기부 <b>청년 창업</b>자금도 결국 신용보증재단에서 보증 서주는 걸로... 그냥 무작정 시내 은행/재단 가서 &quot;나도 <b>세금</b>내는 국민이다. 돈 내놔라... (따라서 <b>31</b>일차~50일차 사이에 첫월급 X <b>12</b>개월로 신청 가능 !!!) 1) 연봉...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1822,엑셀 COUNTIF 로 월별 카운트 하는방법,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=102020101&docId=378028573&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,"안녕하세요 엑셀을 하고 있는데, 월별로 <b>12</b>/<b>01</b>부터 <b>12</b>/<b>31</b>일 까지 되어 있는 시트가 있고, 1/1 일 부터... =COUNTIFS('<b>01</b>!'$B:$B,&quot;&gt;=&quot;&amp;DATE(<b>2021</b>,1,1),'<b>01</b>!'$B:$B,&quot;&lt;=&quot;&amp;EOMONTH(DATE(<b>2021</b>,1,1),0)) EOMONTH( ) 함수 대신에 말일 날짜를...","청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1823,1년 근무후 퇴직자 연차일수,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60805&docId=403199491&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,... 질문자님께서 <b>01</b>/<b>01</b> 근로하지 않아도 계약만료로 <b>2021</b>/<b>01</b>/<b>01 -</b> <b>2021</b>/<b>12</b>/<b>31</b> 근로하였다면 연차 11개 +연차15개 총 26개가 발생될 것입니다. 궁금한 점이 해결되셨나요? 청소년근로보호센터는 여성가족부의 주관으로 청소년들의...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1824,부동산 중개인이 본인이 모든과정을 주도하고 협박할때,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60220&docId=459139924&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,... A가 소유하고 있던 요양원(2020년 <b>12</b>월 <b>12</b>일 취득) 건물을... 함(<b>2021</b>년 11/1일부로 경영권과 모든 책임을 넘김). 2. 부동산... (2022년 <b>01</b>월 19일 등기이전함). 모든것이 정리된후 부동산 중개인은 <b>세금</b>부담 부분을 주지 않고 오히려 A에게...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1825,비트코인이요 연말정산 <b>세금</b> 내는거 없,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40108&docId=384609564&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,"비트코인이요 연말정산 <b>세금</b> 내는거 없죠 그냥하면돼죠 안녕하세요. <b>2021</b>년 1월 6일에 정부에서 발표한 암호화폐... 21년 <b>12</b>월 <b>31</b>일 당시 시가 중 큰 쪽을 기준, 22년 1/1 이후 구매분은 이후 취득가액으로 기타소득으로 과세하기...","청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1826,아이템베이 아이템매니아 판매금액에 대한 <b>세금</b>...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40304&docId=189157533&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,... 몇일뒤에 홈텍스에서 조회하면 제가 판매한금액과 청구될 <b>세금</b> 금액이 다시 자세히 뜨는건지도 모르겠네요ㅜ... 1기: 금년 07월25일 까지 신고 (<b>01</b>월 <b>01</b>일 ~ 06월 30일 거래분) 2기: 익년 <b>01</b>월25일 까지 신고 (07월 <b>01</b>일 ~ <b>12</b>월 <b>31</b>일 거래분)...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1827,간이사업자 부가세 질문합니다,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40304&docId=409183176&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,"... <b>세금</b> 신고가 이번이 처음이라 이걸 어떻게 홈택스에 올려야 하는지 알려주세요. 계좌 이체된 내역을... 3%, <b>2021</b>년 <b>12</b>월 <b>31</b>일까지 연간 한도 1,000만원) ⑥ 기타 7월 - <b>12</b>월 부가세 납부세액 계산 방법(소매업) * 부가세 납부할 세액...","청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1828,<b>청년창업</b> 종합소득세 감면 대상자 유무,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40301&docId=446624704&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,"... <b>12</b>. <b>31</b>., <b>2021</b>. 8. 17.&gt; 1. 광업 2. 제조업(제조업과 유사한 사업으로서 대통령령으로 정하는 사업을 포함한다. 이하 같다) 3. 수도, 하수 및 폐기물 처리, 원료 재생업 4. 건설업 5. 통신판매업 6. 대통령령으로 정하는 물류산업(이하...","청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1829,퇴직금과 실업급여 그리고 이직,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60222&docId=400225284&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,"... 그리고 '임금계약기간은 <b>2021</b>년 09월 <b>01</b>일부터 <b>2021</b>년 <b>12</b>월 <b>31</b>일로 한다' 며 명시되있는데요. 참고로, 지금 청년채움공제를 6개월하고 있는상태입니다. 또, 회사가 개인에서 법인으로 넘어간 날짜가 <b>2021</b>년 05월 <b>01</b>일 입니다. 퇴사를...","청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1830,<b>2021</b>년 청년내일채움공제 가입조건,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=385217022&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,"... 20년 7월 <b>31</b>일자로 퇴사 (상실일은 8월 1일로 보면 됨) 계약만료로6개월간... <b>12</b>개월 이상 고용보험 가입이력이 있는 자는 6개월 이상 실직하면... 다만, 벤처기업, <b>청년 창업</b>기업 등 일부 5인 미만 기업도 참여 가능합니다....","청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1831,중소기업 <b>세금</b>감면 신청을 이번년도 1,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40301&docId=303371861&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,중소기업 <b>세금</b>감면 신청을 이번년도 1월에 했는대요 월레는 3년감면이였잖아요? 근대 이번에 법에 5년 기간으로... 경우에는 <b>2021</b>년 <b>12</b>월 <b>31</b>일까지) 취업하는 경우 그 중소기업체로부터 받는 근로소득으로서 취업일부터3년(청년의...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1832,육아휴직후 퇴직금 계산부탁드립니다( 자세하게...,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60802&docId=443817066&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,"2020년2월26일 입사 2023년4월1일 퇴사 육아휴직 <b>2021</b>/<b>01</b>/<b>01 ~ 2021</b>/03/18 (2개월 18일) 출산휴가 90일 육아휴직 <b>2021</b>/06/17 ~ 2022/03/29 (9개월 13일) 육아휴직 2022/04/<b>01 ~</b> 2023/03/<b>31</b> (<b>12</b>개월 0일) 둘째 2020-10월 1,870,000(기본급) 216,700...","청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1833,종합소득세 신고에 해당하는 기간은 언제인가요?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40301&docId=418596663&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,... 1)전년 06월 ~ 금년 05월 1)전년 05월 ~ 금년 04월 1)전년 <b>01</b>월 ~ 전년 <b>12</b>월... ♧♣ ? <b>2021</b>년 귀속 종합소득신고이므로 <b>2021</b>년 1월 ~ <b>2021</b>년 <b>12</b>월(3번)... 소득세 자체가 '연단위 과세'여서 1월 1일부터 <b>12</b>월 <b>31</b>일까지의 소득을...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1834,퇴직금 관련하여 질문사항 있습니다.,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60802&docId=358307710&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,"... (2020/03/<b>01~2021</b>/03/<b>31</b>) 근무 할 예정입니다. 밤근무 월급은 평균적으로 기본급 215919원에 당직비 450,000원... 1/<b>12</b> 금액이 229,240원 ( 연간 임금합계 2,729,240원) 라고 나 왔습니다. 제가 현재 밤 근무를 하며 <b>세금</b>을 떼고 받는...","청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1835,이직확인서 작성시 휴직중 퇴사한 직원의 평균임금...,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60802&docId=401076454&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,"... <b>2021-01-01</b> <b>2021-01-</b><b>31</b> <b>31</b>일 총산 피보험단위기간 207일 ____________________________________________ 질문이 많은데 답변... - 전화상담 1600-1729(평일 오전 9시부터 오후 9시까지/<b>12</b>시부터 13시 제외) - 문자상담, 카카오톡 플러스친구 #1388...","청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1836,근로계약서 및 퇴직 질문,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60802&docId=411971047&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,... +추가로 제 2조 [근로계약기간] ① 근로계약기간은 <b>2021</b>년 05월 <b>01</b>일로 부터 <b>2021</b>년 <b>12</b>월 <b>31</b>일까지로 한다. ② 근로계약은 근로계약기간 만료 시 별도의 통보 없이 자동 종료됨에 합의한다. ③ 근로계약은 근로자의 업무수행능력과...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1837,양도소득세 비과세 혜택 시점은 언제인가요?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40305&docId=481149060&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,... 신규주택(B)을 분양권으로 2020년 <b>12</b>월 <b>31</b>일 이전 취득인지 <b>2021</b>년 1월 1일 이후 취득하였는지 아니면 주택으로... 소중한 <b>세금</b>을 절세하시길 바랍니다. ※ 추가적인 상담이나 심층 상담을 원하시면 사진(김기성 세무사) 아래에...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1838,계약만료 이직확인서,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=407697205&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,... <b>01</b>. ~ <b>2021</b>. <b>12</b>. <b>31</b>. 3건의 계약 모두 계약만료로 이직확인서를 발급받으려 하는데 각 계약별로 이직확인서를 발급받아야 하는지 아니면 <b>12</b>월말에 08. 23. ~ <b>12</b>. <b>31</b>.로 한번에 받으면 되는지 궁금합니다. 우선 계약 근무한 곳은...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1839,계속 근로 및 계약직 연차 문의,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60802&docId=418535575&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,... 5 재직 (현재) 2022-<b>01-</b>03 2022-08-<b>31</b> 청사환경미화 4 퇴직 <b>2021-</b>11-08 <b>2021-</b><b>12-31</b> 청사환경미화 3 퇴직 <b>2021-</b>08-09 <b>2021-</b>10-07 청사환경미화 2 퇴직 <b>2021-</b>07-05 <b>2021-</b>08-04 청사환경미화 1 퇴직 <b>2021-01-</b>04 <b>2021-</b>06-30 청사환경미화 감사합니다....,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1840,배열함수 대신 VBA로 기간별 계산값 구현 가능할까요?,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=102020101&docId=413536719&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,... Start End Weekly 2022-02-21 2022-02-27 Monthly 2022-02-<b>01</b> 2022-02-28 Yearly <b>2021-01-01</b> <b>2021-</b><b>12-31</b> 기간별로 다양한 계산값이 필요하여 배열함수가 많아지다보니 처리속도가 너무 느려져 배열함수...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1841,11월에 받은 국민 소비지원금 캐시백을 사용해도 <b>12</b>월...,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40104&docId=405286870&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,"... <b>2021</b>.10.1.(금)부터 2개월 간 시행 재원 소진 시에는 조기 종료될 수 있음 참여대상 ①만 19세 이상(2002년 <b>12</b>월 <b>31</b>일... (연회비, <b>세금</b>, 보험료 등) 제외 2) 외국인 포함 지원방식 월간 카드 사용액이 2분기 월평균 사용액*보다 3% 이상...","청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1842,국내주식<b>세금</b> (내공50),https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40301&docId=384457847&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,... 20프로<b>세금</b> 1억8천을내면되는건가요? 2번째 작년기준3억원을 보유중 3월매도금액 <b>12</b>억원일시 차익금9억원... 2020년 4월 1일부터 2022년 <b>12</b>월 <b>31</b>일까지의 기간 동안 주식등을 양도하는 경우: 10억원 라. 삭제 &lt;<b>2021</b>. 2. 17.&gt;,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1843,실업급여 질문드립니다,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=438932345&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,21-<b>01-</b>04~<b>2021-</b><b>12-31</b> 상용근로(자진퇴사) 23-<b>01-</b>02~23-02-28 상용근로(계약만료) 일때 실업급여 신청가능한가요?? 실업급여는 180일 이내 180일 고용보험가입인데요. 23년 2.28일 기준으로 18개월은 21.9.1~부터 입니다. 전직장...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1844,실업급여 질문,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=404931673&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,최대한 간략하게 설명드리겠습니다 <b>2021</b>/08/<b>01-</b><b>2021</b>/11/<b>31</b> 주5일 40시간 자발적퇴사 2020/<b>12</b>/04-<b>2021</b>/<b>12</b>/03 주2일 20시간 비자발적퇴사 이렇게 근무할시에 피보험단위기간 180일이랑 고용보험가입기간 1년은 됩니다 실업급여 하한액...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1845,새마을금고 출자금통장 개설 질문,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40107&docId=368066008&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,... 아니면 <b>2021</b>년 <b>12</b>월<b>31</b>일까지 둬야하는건가요? (배당금 조건에 충족하려면) 안녕하세요~ 새마을금고 현직 직원... (배당금 조건에 충족하려면) 답: 아니요~ 출자금은 기한이 없는 통장입니다~ 만든시점부터 <b>세금</b>우대가 가능하게 되는...,"청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
1846,<b>12</b>월까지 근무후 퇴사자의 연말정산은 어떻게 하나요?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40311&docId=480605493&qb=7LKt64WELCDssL3sl4UsIOyEuOq4iCAyMDIxLTAxLTAxfjIwMjEtMTItMzE=&enc=utf8,"... <b>2021</b>년 7월부터 2024년 2월까지 근무를 하였구요. 2024년 3월부터는 B라는 기업에서 근무를 해서 2024년 <b>12</b>월 <b>31</b>일까지... 환급금 확인 종합소득세 신고를 통해 납부한 <b>세금</b>보다 공제가 많다면, 환급받을 금액이 생길 수 있습니다....","청년, 창업, 세금","청년, 창업, 세금 2021-01-01~2021-12-31",2021-01-01,2021-12-31,,
