매출일자,이용카드,매출금액,부가세,봉사료,자원순환노매출종류,할부개월,가맹점명,사업자번호,청구일자,결제수단,카테고리
2024-04-14,M265,42606,0,0,0 일시불,0,파리바게뜨,984-60-40724,2024-05-03,카드,음식점
2024-08-03,M265,14013,0,0,0 일시불,0,카카오택시,206-83-17629,2024-09-09,카드,주유
2024-03-27,M265,20339,0,0,0 일시불,0,스타벅스,565-64-66901,2024-04-10,카드,병원
2024-06-07,M265,37297,0,0,0 일시불,0,서울대학병원,883-52-35660,2024-07-10,카드,대중교통
2024-04-25,M265,34371,0,0,0 일시불,0,전통시장 수산물,365-55-10261,2024-05-02,카드,카페
2024-06-30,M265,36069,0,0,0 일시불,0,맥도날드,131-91-41665,2024-07-04,카드,카페
2024-08-12,M265,27331,0,0,0 일시불,0,성남버스,631-46-68492,2024-09-05,카드,카페
2024-02-26,M265,32694,0,0,0 일시불,0,SK주유소,223-93-14484,2024-03-08,카드,카페
2024-06-02,M265,27098,0,0,0 일시불,0,지하철,189-69-93645,2024-07-05,카드,신용카드
2024-06-09,M265,16783,0,0,0 일시불,0,카카오택시,382-40-27949,2024-07-04,체크카드,직불/선불카드
2024-01-18,M265,48764,0,0,0 일시불,0,파리바게뜨,549-50-26249,2024-02-05,카드,신용카드
2024-05-30,M265,30432,0,0,0 일시불,0,영화관 CGV,931-53-36471,2024-06-01,카드,음식점
2024-03-23,M265,17596,0,0,0 일시불,0,SK주유소,781-24-95999,2024-04-10,카드,주유
2024-04-17,M265,25732,0,0,0 일시불,0,영화관 CGV,182-13-54243,2024-05-03,카드,약국
2024-12-27,M265,7280,0,0,0 일시불,0,지하철,687-43-27092,2025-01-05,카드,카페
2024-12-22,M265,48045,0,0,0 일시불,0,현금영수증_피트니스,252-25-53783,2025-01-06,카드,도서/신문
2024-04-17,M265,9666,0,0,0 일시불,0,온누리약국,203-79-43172,2024-05-02,체크카드,직불/선불카드
2024-11-27,M265,28814,0,0,0 일시불,0,전통시장 김밥집,378-82-58433,2024-12-06,카드,음식점
2024-08-26,M265,37919,0,0,0 일시불,0,지하철,928-98-76774,2024-09-09,카드,약국
2024-12-15,M265,48320,0,0,0 일시불,0,스타벅스,508-92-86359,2025-01-08,카드,카페
2024-02-11,M265,6398,0,0,0 일시불,0,현금영수증_피트니스,925-82-54425,2024-03-07,카드,공연/영화
2024-03-13,M265,36315,0,0,0 일시불,0,쿠팡,160-78-19749,2024-04-04,카드,온라인쇼핑
2024-06-28,M265,24443,0,0,0 일시불,0,교보문고,827-36-23964,2024-07-09,카드,신용카드
2024-02-13,M265,49494,0,0,0 일시불,0,성남버스,811-42-30766,2024-03-05,카드,주유
2024-02-02,M265,26768,0,0,0 일시불,0,현금영수증_병원,219-40-29443,2024-03-09,카드,공연/영화
2024-09-13,M265,25137,0,0,0 일시불,0,지하철,766-64-24252,2024-10-09,카드,온라인쇼핑
2024-03-13,M265,43369,0,0,0 일시불,0,쿠팡,872-11-28849,2024-04-02,카드,전통시장
2024-09-10,M265,49069,0,0,0 일시불,0,쿠팡,578-72-55137,2024-10-06,카드,주유
2024-01-29,M265,9526,0,0,0 일시불,0,현금영수증_병원,318-51-86214,2024-02-05,현금영수증,현금영수증
2024-12-13,M265,17307,0,0,0 일시불,0,카카오택시,606-44-52787,2025-01-04,카드,신용카드
2024-05-04,M265,42871,0,0,0 일시불,0,교보문고,996-67-46105,2024-06-03,카드,도서/신문
2024-01-18,M265,32003,0,0,0 일시불,0,교보문고,419-66-83583,2024-02-06,카드,카페
2024-11-03,M265,49574,0,0,0 일시불,0,이마트,791-62-48931,2024-12-02,카드,공연/영화
2024-07-04,M265,13764,0,0,0 일시불,0,영화관 CGV,425-36-72516,2024-08-07,카드,신용카드
2024-04-10,M265,31172,0,0,0 일시불,0,성남버스,104-15-95214,2024-05-02,카드,도서/신문
2024-09-03,M265,35281,0,0,0 일시불,0,현금영수증_피트니스,217-38-27719,2024-10-09,카드,전통시장
2024-03-29,M265,45388,0,0,0 일시불,0,온누리약국,883-56-86151,2024-04-10,카드,전통시장
2024-10-29,M265,13361,0,0,0 일시불,0,카카오택시,876-96-15186,2024-11-05,카드,신용카드
2024-02-26,M265,23880,0,0,0 일시불,0,온누리약국,850-21-93207,2024-03-07,카드,신용카드
2024-04-06,M265,34047,0,0,0 일시불,0,현대서점,793-52-34285,2024-05-04,카드,공연/영화
2024-05-27,M265,22134,0,0,0 일시불,0,이마트,632-23-29183,2024-06-02,카드,대중교통
2024-07-13,M265,36820,0,0,0 일시불,0,베스킨라빈스,771-30-87666,2024-08-05,카드,주유
2024-01-27,M265,42791,0,0,0 일시불,0,카카오택시,569-15-41367,2024-02-08,카드,공연/영화
2024-12-02,M265,39685,0,0,0 일시불,0,온누리약국,193-42-87786,2025-01-02,카드,음식점
2024-04-22,M265,25266,0,0,0 일시불,0,전통시장 김밥집,928-68-64959,2024-05-05,카드,도서/신문
2024-01-12,M265,24164,0,0,0 일시불,0,현금영수증_병원,519-81-95764,2024-02-07,카드,대중교통
2024-04-19,M265,31314,0,0,0 일시불,0,현금영수증_피트니스,643-36-99611,2024-05-02,카드,대중교통
2024-04-01,M265,18820,0,0,0 일시불,0,서울대학병원,493-94-35813,2024-05-04,카드,주유
2024-06-17,M265,45198,0,0,0 일시불,0,지하철,706-33-54276,2024-07-09,카드,공연/영화
2024-06-05,M265,9961,0,0,0 일시불,0,영화관 CGV,952-97-36723,2024-07-10,카드,전통시장
2024-09-15,M265,17154,0,0,0 일시불,0,서울대학병원,323-23-66194,2024-10-09,카드,주유
2024-03-24,M265,10305,0,0,0 일시불,0,성남버스,369-98-58394,2024-04-05,카드,온라인쇼핑
2024-04-20,M265,44119,0,0,0 일시불,0,서울대학병원,839-20-18034,2024-05-10,카드,주유
2024-12-11,M265,39777,0,0,0 일시불,0,GS25 편의점,347-90-23934,2025-01-01,카드,대중교통
2024-11-19,M265,44424,0,0,0 일시불,0,쿠팡,685-17-84280,2024-12-06,카드,전통시장
2024-08-08,M265,42212,0,0,0 일시불,0,현대서점,805-66-85304,2024-09-02,카드,공연/영화
2024-03-14,M265,19545,0,0,0 일시불,0,맥도날드,946-18-78552,2024-04-04,카드,도서/신문
2024-11-07,M265,36621,0,0,0 일시불,0,전통시장 김밥집,236-34-84622,2024-12-10,카드,온라인쇼핑
2024-06-14,M265,7148,0,0,0 일시불,0,현대서점,169-11-27867,2024-07-10,체크카드,직불/선불카드
2024-05-20,M265,46867,0,0,0 일시불,0,교보문고,286-95-80008,2024-06-05,카드,도서/신문
2024-10-17,M265,16078,0,0,0 일시불,0,GS25 편의점,647-72-37337,2024-11-01,카드,전통시장
2024-10-20,M265,23774,0,0,0 일시불,0,파리바게뜨,211-45-92341,2024-11-02,카드,신용카드
2024-06-15,M265,1742,0,0,0 일시불,0,GS25 편의점,268-59-50337,2024-07-02,카드,온라인쇼핑
2024-07-26,M265,4138,0,0,0 일시불,0,현금영수증_병원,174-10-27707,2024-08-07,체크카드,직불/선불카드
2024-03-22,M265,34350,0,0,0 일시불,0,카카오택시,379-62-29035,2024-04-02,카드,음식점
2024-04-04,M265,9833,0,0,0 일시불,0,현금영수증_병원,591-97-28163,2024-05-01,체크카드,직불/선불카드
2024-05-29,M265,12988,0,0,0 일시불,0,맥도날드,641-98-81737,2024-06-10,카드,온라인쇼핑
2024-03-11,M265,27185,0,0,0 일시불,0,영화관 CGV,245-18-12294,2024-04-02,카드,온라인쇼핑
2024-07-10,M265,45130,0,0,0 일시불,0,온누리약국,616-22-30049,2024-08-06,카드,약국
2024-07-03,M265,33270,0,0,0 일시불,0,현금영수증_피트니스,611-25-11581,2024-08-05,카드,신용카드
2024-04-15,M265,26526,0,0,0 일시불,0,서울대학병원,545-70-90404,2024-05-06,카드,병원
2024-12-28,M265,20559,0,0,0 일시불,0,서울대학병원,360-33-63791,2025-01-08,카드,공연/영화
2024-03-11,M265,30666,0,0,0 일시불,0,스타벅스,847-89-34007,2024-04-05,카드,공연/영화
2024-01-09,M265,25404,0,0,0 일시불,0,카카오택시,559-64-53360,2024-02-07,카드,신용카드
2024-02-13,M265,43269,0,0,0 일시불,0,지하철,915-76-45891,2024-03-05,카드,온라인쇼핑
2024-08-15,M265,26974,0,0,0 일시불,0,현대서점,784-36-96415,2024-09-05,카드,음식점
2024-07-07,M265,24547,0,0,0 일시불,0,카카오택시,672-51-47012,2024-08-01,카드,카페
2024-10-29,M265,7879,0,0,0 일시불,0,지하철,873-47-63312,2024-11-03,카드,대중교통
2024-06-19,M265,24816,0,0,0 일시불,0,SK주유소,612-94-82991,2024-07-09,카드,병원
2024-02-15,M265,28276,0,0,0 일시불,0,전통시장 수산물,196-27-89103,2024-03-07,체크카드,직불/선불카드
2024-08-28,M265,7079,0,0,0 일시불,0,맥도날드,552-94-79611,2024-09-06,카드,주유
2024-11-17,M265,41807,0,0,0 일시불,0,영화관 CGV,242-45-40859,2024-12-05,카드,공연/영화
2024-05-14,M265,16700,0,0,0 일시불,0,온누리약국,570-92-91307,2024-06-01,카드,주유
2024-03-03,M265,2321,0,0,0 일시불,0,현금영수증_병원,236-97-48919,2024-04-01,카드,전통시장
2024-10-30,M265,32450,0,0,0 일시불,0,전통시장 김밥집,174-15-40228,2024-11-05,카드,온라인쇼핑
2024-12-07,M265,23747,0,0,0 일시불,0,베스킨라빈스,349-20-37312,2025-01-10,카드,병원
2024-11-03,M265,47033,0,0,0 일시불,0,전통시장 김밥집,471-16-84628,2024-12-09,카드,병원
2024-05-17,M265,46099,0,0,0 일시불,0,이마트,290-79-72605,2024-06-05,카드,음식점
2024-01-05,M265,40374,0,0,0 일시불,0,전통시장 김밥집,378-83-69972,2024-02-02,카드,신용카드
2024-08-31,M265,20581,0,0,0 일시불,0,온누리약국,469-32-91151,2024-09-06,카드,카페
2024-03-16,M265,4429,0,0,0 일시불,0,전통시장 수산물,339-28-68824,2024-04-03,카드,병원
2024-03-10,M265,11118,0,0,0 일시불,0,SK주유소,772-63-55865,2024-04-10,카드,도서/신문
2024-11-15,M265,21951,0,0,0 일시불,0,서울대학병원,173-54-12839,2024-12-03,카드,주유
2024-05-06,M265,15665,0,0,0 일시불,0,지하철,810-33-33049,2024-06-04,체크카드,직불/선불카드
2024-01-20,M265,27871,0,0,0 일시불,0,파리바게뜨,386-75-53502,2024-02-01,카드,공연/영화
2024-08-15,M265,19948,0,0,0 일시불,0,이마트,655-88-17339,2024-09-02,카드,도서/신문
2024-10-08,M265,35724,0,0,0 일시불,0,맥도날드,570-52-60053,2024-11-01,체크카드,직불/선불카드
2024-04-09,M265,1856,0,0,0 일시불,0,전통시장 수산물,266-37-44833,2024-05-07,카드,온라인쇼핑
2024-10-19,M265,39349,0,0,0 일시불,0,카카오택시,885-32-64389,2024-11-09,카드,약국
2024-06-01,M265,49195,0,0,0 일시불,0,현금영수증_피트니스,642-90-89517,2024-07-05,카드,온라인쇼핑
2024-03-09,M265,23453,0,0,0 일시불,0,온누리약국,822-17-63573,2024-04-03,카드,약국
2024-08-13,M265,25169,0,0,0 일시불,0,영화관 CGV,634-50-12725,2024-09-02,카드,주유
2024-06-27,M265,48646,0,0,0 일시불,0,지하철,753-56-56473,2024-07-04,카드,병원
2024-01-11,M265,10971,0,0,0 일시불,0,교보문고,486-95-99871,2024-02-08,카드,온라인쇼핑
2024-09-11,M265,7642,0,0,0 일시불,0,현금영수증_병원,713-64-10939,2024-10-03,카드,도서/신문
2024-04-05,M265,20245,0,0,0 일시불,0,카카오택시,251-82-79316,2024-05-01,카드,병원
2024-02-04,M265,18477,0,0,0 일시불,0,스타벅스,753-58-60722,2024-03-03,카드,병원
2024-03-12,M265,20189,0,0,0 일시불,0,현금영수증_피트니스,538-71-50025,2024-04-08,카드,공연/영화
2024-11-30,M265,11517,0,0,0 일시불,0,카카오택시,146-86-87994,2024-12-06,카드,온라인쇼핑
2024-12-11,M265,8914,0,0,0 일시불,0,스타벅스,197-18-59071,2025-01-07,카드,전통시장
2024-03-19,M265,11311,0,0,0 일시불,0,현금영수증_병원,747-27-61046,2024-04-09,카드,약국
2024-11-27,M265,1972,0,0,0 일시불,0,전통시장 김밥집,116-20-76663,2024-12-10,카드,신용카드
2024-12-26,M265,18343,0,0,0 일시불,0,현금영수증_피트니스,598-37-60731,2025-01-04,카드,대중교통
2024-07-28,M265,5007,0,0,0 일시불,0,현금영수증_병원,642-86-88376,2024-08-05,카드,카페
2024-06-25,M265,30268,0,0,0 일시불,0,지하철,461-78-52301,2024-07-07,카드,신용카드
2024-04-03,M265,24808,0,0,0 일시불,0,영화관 CGV,780-11-89746,2024-05-05,카드,신용카드
2024-11-13,M265,1134,0,0,0 일시불,0,파리바게뜨,108-97-53022,2024-12-01,카드,병원
2024-12-20,M265,2946,0,0,0 일시불,0,SK주유소,713-18-83827,2025-01-01,카드,전통시장
2024-01-13,M265,23457,0,0,0 일시불,0,현금영수증_병원,715-33-35116,2024-02-08,카드,대중교통
2024-12-09,M265,19942,0,0,0 일시불,0,이마트,777-51-51961,2025-01-07,카드,병원
2024-02-21,M265,28932,0,0,0 일시불,0,베스킨라빈스,928-76-42596,2024-03-10,카드,주유
2024-04-10,M265,28736,0,0,0 일시불,0,카카오택시,808-48-20811,2024-05-03,카드,신용카드
2024-02-08,M265,10100,0,0,0 일시불,0,교보문고,924-32-65748,2024-03-08,카드,약국
2024-11-22,M265,45254,0,0,0 일시불,0,영화관 CGV,263-25-76110,2024-12-08,카드,병원
2024-01-26,M265,3546,0,0,0 일시불,0,서울대학병원,226-87-18913,2024-02-07,카드,온라인쇼핑
2024-11-14,M265,32735,0,0,0 일시불,0,지하철,705-70-93105,2024-12-02,체크카드,직불/선불카드
2024-12-15,M265,8864,0,0,0 일시불,0,서울대학병원,634-70-36696,2025-01-07,카드,카페
2024-11-15,M265,10500,0,0,0 일시불,0,쿠팡,219-57-78158,2024-12-04,카드,병원
2024-03-05,M265,42913,0,0,0 일시불,0,SK주유소,151-70-86846,2024-04-03,카드,병원
2024-05-14,M265,41934,0,0,0 일시불,0,지하철,279-77-55430,2024-06-03,카드,주유
2024-07-23,M265,43136,0,0,0 일시불,0,지하철,890-46-30674,2024-08-08,카드,도서/신문
2024-01-08,M265,1673,0,0,0 일시불,0,지하철,496-20-11965,2024-02-08,카드,약국
2024-11-12,M265,46385,0,0,0 일시불,0,파리바게뜨,277-37-21526,2024-12-04,카드,음식점
2024-12-25,M265,40862,0,0,0 일시불,0,현대서점,849-96-17136,2025-01-08,체크카드,직불/선불카드
2024-10-26,M265,20538,0,0,0 일시불,0,현대서점,862-96-49510,2024-11-10,카드,병원
2024-05-02,M265,19298,0,0,0 일시불,0,현금영수증_병원,793-57-18475,2024-06-04,카드,병원
2024-12-31,M265,47410,0,0,0 일시불,0,지하철,372-36-83526,2025-01-01,체크카드,직불/선불카드
2024-07-25,M265,11564,0,0,0 일시불,0,GS25 편의점,197-89-49445,2024-08-06,카드,대중교통
2024-09-13,M265,24881,0,0,0 일시불,0,지하철,654-66-96984,2024-10-07,카드,전통시장
2024-08-06,M265,37877,0,0,0 일시불,0,현대서점,754-38-89437,2024-09-10,카드,약국
2024-08-09,M265,8854,0,0,0 일시불,0,지하철,715-34-81192,2024-09-01,카드,도서/신문
2024-11-27,M265,2142,0,0,0 일시불,0,교보문고,971-15-86676,2024-12-10,카드,약국
2024-09-20,M265,48919,0,0,0 일시불,0,교보문고,849-61-61293,2024-10-05,카드,도서/신문
2024-05-05,M265,37026,0,0,0 일시불,0,전통시장 수산물,242-95-66022,2024-06-10,체크카드,직불/선불카드
2024-04-28,M265,2467,0,0,0 일시불,0,지하철,734-24-56936,2024-05-10,카드,전통시장
2024-01-29,M265,2010,0,0,0 일시불,0,현금영수증_병원,114-29-24141,2024-02-10,카드,약국
2024-12-29,M265,39944,0,0,0 일시불,0,현대서점,151-90-77375,2025-01-09,카드,신용카드
2024-01-18,M265,43848,0,0,0 일시불,0,맥도날드,669-21-24949,2024-02-01,카드,온라인쇼핑
2024-01-12,M265,1584,0,0,0 일시불,0,파리바게뜨,738-33-39026,2024-02-07,카드,온라인쇼핑
2024-01-08,M265,12313,0,0,0 일시불,0,스타벅스,464-98-54615,2024-02-07,카드,공연/영화
2024-02-21,M265,13695,0,0,0 일시불,0,현금영수증_피트니스,832-93-91803,2024-03-09,카드,주유
2024-08-19,M265,11100,0,0,0 일시불,0,지하철,372-56-38451,2024-09-03,카드,주유
2024-07-15,M265,24482,0,0,0 일시불,0,전통시장 수산물,493-23-63943,2024-08-02,카드,병원
2024-12-18,M265,28223,0,0,0 일시불,0,온누리약국,331-39-68160,2025-01-09,카드,온라인쇼핑
2024-01-23,M265,1480,0,0,0 일시불,0,파리바게뜨,715-31-80871,2024-02-04,카드,대중교통
2024-07-02,M265,44442,0,0,0 일시불,0,서울대학병원,668-88-69811,2024-08-09,카드,온라인쇼핑
2024-03-04,M265,17986,0,0,0 일시불,0,서울대학병원,510-88-71958,2024-04-05,카드,공연/영화
2024-08-30,M265,41288,0,0,0 일시불,0,쿠팡,147-89-95612,2024-09-10,카드,온라인쇼핑
2024-07-29,M265,34672,0,0,0 일시불,0,GS25 편의점,238-12-50120,2024-08-09,카드,음식점
2024-01-20,M265,7720,0,0,0 일시불,0,현금영수증_피트니스,156-49-89469,2024-02-05,카드,전통시장
2024-08-28,M265,29364,0,0,0 일시불,0,파리바게뜨,115-32-76690,2024-09-04,카드,전통시장
2024-08-08,M265,45653,0,0,0 일시불,0,쿠팡,877-57-76793,2024-09-10,카드,온라인쇼핑
2024-06-28,M265,14087,0,0,0 일시불,0,맥도날드,400-76-20538,2024-07-08,카드,음식점
2024-06-08,M265,30653,0,0,0 일시불,0,전통시장 수산물,861-70-72918,2024-07-09,체크카드,직불/선불카드
2024-07-16,M265,15203,0,0,0 일시불,0,맥도날드,965-42-81717,2024-08-04,카드,전통시장
2024-12-17,M265,14659,0,0,0 일시불,0,현대서점,744-86-64017,2025-01-06,카드,대중교통
2024-11-03,M265,11075,0,0,0 일시불,0,지하철,187-66-84867,2024-12-03,카드,신용카드
2024-05-15,M265,14370,0,0,0 일시불,0,영화관 CGV,188-96-62075,2024-06-06,카드,도서/신문
2024-05-09,M265,36968,0,0,0 일시불,0,전통시장 김밥집,479-36-61376,2024-06-01,체크카드,직불/선불카드
2024-07-24,M265,4270,0,0,0 일시불,0,현금영수증_피트니스,807-41-68922,2024-08-10,카드,대중교통
2024-11-13,M265,1734,0,0,0 일시불,0,현금영수증_병원,958-86-90420,2024-12-02,카드,대중교통
2024-06-03,M265,27721,0,0,0 일시불,0,베스킨라빈스,460-96-30515,2024-07-02,카드,병원
2024-11-21,M265,29163,0,0,0 일시불,0,SK주유소,194-38-13396,2024-12-03,카드,도서/신문
2024-09-12,M265,5231,0,0,0 일시불,0,카카오택시,668-51-18887,2024-10-06,카드,카페
2024-06-29,M265,1790,0,0,0 일시불,0,스타벅스,377-13-66156,2024-07-04,카드,온라인쇼핑
2024-12-07,M265,30766,0,0,0 일시불,0,이마트,139-27-40720,2025-01-07,카드,주유
2024-12-04,M265,29576,0,0,0 일시불,0,전통시장 수산물,530-13-67384,2025-01-10,카드,전통시장
2024-03-01,M265,7759,0,0,0 일시불,0,현대서점,293-20-73641,2024-04-05,카드,신용카드
2024-09-15,M265,44662,0,0,0 일시불,0,온누리약국,700-31-72975,2024-10-01,카드,주유
2024-03-20,M265,32948,0,0,0 일시불,0,카카오택시,669-50-46550,2024-04-04,카드,주유
2024-11-14,M265,29475,0,0,0 일시불,0,현금영수증_병원,805-14-25854,2024-12-01,카드,음식점
2024-07-18,M265,48073,0,0,0 일시불,0,지하철,251-68-68281,2024-08-04,카드,도서/신문
2024-06-22,M265,29426,0,0,0 일시불,0,카카오택시,279-73-17163,2024-07-06,카드,병원
2024-08-24,M265,13169,0,0,0 일시불,0,스타벅스,485-65-37588,2024-09-04,카드,신용카드
2024-08-16,M265,41980,0,0,0 일시불,0,카카오택시,535-49-12057,2024-09-02,카드,약국
2024-01-24,M265,19563,0,0,0 일시불,0,파리바게뜨,913-33-15588,2024-02-04,카드,카페
2024-06-18,M265,26423,0,0,0 일시불,0,영화관 CGV,501-65-79173,2024-07-05,카드,병원
2024-02-05,M265,7353,0,0,0 일시불,0,파리바게뜨,888-20-67323,2024-03-09,카드,카페
2024-01-11,M265,36493,0,0,0 일시불,0,베스킨라빈스,822-41-31002,2024-02-02,카드,음식점
2024-03-26,M265,39046,0,0,0 일시불,0,스타벅스,890-71-62502,2024-04-05,체크카드,직불/선불카드
2024-01-13,M265,22651,0,0,0 일시불,0,SK주유소,632-52-44257,2024-02-03,카드,도서/신문
2024-02-29,M265,46044,0,0,0 일시불,0,영화관 CGV,804-87-49915,2024-03-03,체크카드,직불/선불카드
2024-04-30,M265,20625,0,0,0 일시불,0,현대서점,362-72-70007,2024-05-05,카드,도서/신문
2024-10-17,M265,29911,0,0,0 일시불,0,이마트,560-49-78305,2024-11-01,카드,신용카드
2024-03-11,M265,13446,0,0,0 일시불,0,이마트,454-35-35630,2024-04-07,카드,병원
2024-03-09,M265,17932,0,0,0 일시불,0,GS25 편의점,678-43-40806,2024-04-01,카드,대중교통
2024-05-23,M265,35548,0,0,0 일시불,0,현대서점,629-25-58293,2024-06-02,카드,카페
2024-03-05,M265,41695,0,0,0 일시불,0,베스킨라빈스,150-71-25183,2024-04-07,카드,카페
2024-06-01,M265,33719,0,0,0 일시불,0,지하철,447-89-55952,2024-07-04,체크카드,직불/선불카드
2024-07-19,M265,28379,0,0,0 일시불,0,전통시장 김밥집,140-91-42287,2024-08-02,카드,약국
2024-11-21,M265,43292,0,0,0 일시불,0,쿠팡,770-41-55907,2024-12-07,카드,도서/신문
2024-05-29,M265,49126,0,0,0 일시불,0,서울대학병원,208-21-50978,2024-06-08,카드,카페
2024-06-13,M265,8191,0,0,0 일시불,0,GS25 편의점,965-44-65407,2024-07-04,카드,대중교통
2024-02-16,M265,36325,0,0,0 일시불,0,SK주유소,330-45-79789,2024-03-03,카드,음식점
2024-03-06,M265,22475,0,0,0 일시불,0,현금영수증_피트니스,662-77-67757,2024-04-02,카드,신용카드
2024-08-04,M265,44786,0,0,0 일시불,0,영화관 CGV,805-56-37900,2024-09-09,카드,공연/영화
2024-06-17,M265,12946,0,0,0 일시불,0,이마트,662-49-23287,2024-07-08,카드,음식점
2024-01-31,M265,12931,0,0,0 일시불,0,온누리약국,843-29-78417,2024-02-03,체크카드,직불/선불카드
2024-09-30,M265,13168,0,0,0 일시불,0,현대서점,385-33-28396,2024-10-08,카드,병원
2024-08-19,M265,18894,0,0,0 일시불,0,파리바게뜨,890-53-89787,2024-09-08,카드,카페
2024-08-23,M265,33600,0,0,0 일시불,0,맥도날드,287-34-30652,2024-09-05,카드,주유
2024-11-11,M265,43289,0,0,0 일시불,0,지하철,590-38-64941,2024-12-02,카드,전통시장
2024-08-08,M265,45273,0,0,0 일시불,0,GS25 편의점,857-29-69592,2024-09-10,카드,주유
2024-01-22,M265,11221,0,0,0 일시불,0,현금영수증_병원,177-23-33361,2024-02-05,카드,카페
2024-07-13,M265,27083,0,0,0 일시불,0,성남버스,528-78-25897,2024-08-04,카드,카페
2024-11-23,M265,38413,0,0,0 일시불,0,베스킨라빈스,174-55-57920,2024-12-09,체크카드,직불/선불카드
2024-08-31,M265,28024,0,0,0 일시불,0,현금영수증_병원,773-91-79793,2024-09-08,현금영수증,현금영수증
2024-12-09,M265,8209,0,0,0 일시불,0,전통시장 김밥집,741-91-92807,2025-01-08,카드,신용카드
2024-07-29,M265,10770,0,0,0 일시불,0,전통시장 수산물,225-97-63534,2024-08-03,카드,병원
2024-07-14,M265,30435,0,0,0 일시불,0,맥도날드,679-46-86536,2024-08-08,카드,약국
2024-06-27,M265,6457,0,0,0 일시불,0,전통시장 김밥집,334-22-95856,2024-07-02,카드,온라인쇼핑
2024-06-13,M265,30396,0,0,0 일시불,0,온누리약국,463-19-73249,2024-07-01,카드,음식점
2024-02-12,M265,29048,0,0,0 일시불,0,전통시장 김밥집,650-97-74206,2024-03-07,카드,대중교통
2024-07-01,M265,18340,0,0,0 일시불,0,베스킨라빈스,787-40-23460,2024-08-06,카드,도서/신문
2024-10-05,M265,11168,0,0,0 일시불,0,교보문고,766-29-33347,2024-11-08,카드,카페
2024-08-11,M265,18309,0,0,0 일시불,0,GS25 편의점,340-48-84631,2024-09-08,카드,병원
2024-07-21,M265,4091,0,0,0 일시불,0,지하철,116-78-28504,2024-08-05,카드,전통시장
2024-05-22,M265,42325,0,0,0 일시불,0,이마트,256-22-70459,2024-06-09,카드,대중교통
2024-07-02,M265,14704,0,0,0 일시불,0,서울대학병원,816-55-14341,2024-08-08,카드,도서/신문
2024-08-21,M265,1237,0,0,0 일시불,0,스타벅스,867-44-95591,2024-09-07,카드,공연/영화
2024-05-21,M265,1928,0,0,0 일시불,0,스타벅스,132-49-17883,2024-06-02,카드,약국
2024-11-18,M265,44094,0,0,0 일시불,0,이마트,545-67-46126,2024-12-04,카드,약국
2024-01-19,M265,31091,0,0,0 일시불,0,현금영수증_병원,449-45-56470,2024-02-06,카드,신용카드
2024-02-07,M265,48132,0,0,0 일시불,0,지하철,499-20-24554,2024-03-05,카드,전통시장
2024-11-11,M265,49217,0,0,0 일시불,0,온누리약국,681-34-75035,2024-12-02,카드,카페
2024-04-12,M265,42300,0,0,0 일시불,0,쿠팡,480-49-84704,2024-05-10,체크카드,직불/선불카드
2024-01-26,M265,40928,0,0,0 일시불,0,파리바게뜨,761-99-34582,2024-02-04,카드,병원
2024-09-17,M265,36601,0,0,0 일시불,0,지하철,567-58-48037,2024-10-01,카드,공연/영화
2024-03-18,M265,20313,0,0,0 일시불,0,현금영수증_병원,784-75-56760,2024-04-07,카드,약국
2024-11-01,M265,20879,0,0,0 일시불,0,파리바게뜨,286-68-22368,2024-12-07,카드,주유
2024-08-26,M265,9116,0,0,0 일시불,0,온누리약국,112-40-99623,2024-09-04,카드,음식점
2024-05-17,M265,7338,0,0,0 일시불,0,베스킨라빈스,368-29-71389,2024-06-03,카드,주유
2024-07-23,M265,10375,0,0,0 일시불,0,스타벅스,959-39-70108,2024-08-04,카드,약국
2024-08-17,M265,13733,0,0,0 일시불,0,맥도날드,219-18-39842,2024-09-05,카드,병원
2024-04-15,M265,45695,0,0,0 일시불,0,교보문고,200-88-28772,2024-05-07,카드,음식점
2024-10-09,M265,7366,0,0,0 일시불,0,카카오택시,786-93-38070,2024-11-08,카드,음식점
2024-04-15,M265,45408,0,0,0 일시불,0,현대서점,111-15-79784,2024-05-03,체크카드,직불/선불카드
2024-10-26,M265,43046,0,0,0 일시불,0,GS25 편의점,692-85-69730,2024-11-04,카드,신용카드
2024-01-24,M265,4852,0,0,0 일시불,0,맥도날드,481-10-17582,2024-02-01,체크카드,직불/선불카드
2024-12-14,M265,38486,0,0,0 일시불,0,베스킨라빈스,319-94-84046,2025-01-10,카드,공연/영화
2024-06-25,M265,2496,0,0,0 일시불,0,전통시장 김밥집,815-83-41273,2024-07-03,카드,약국
2024-04-17,M265,26959,0,0,0 일시불,0,GS25 편의점,818-11-89145,2024-05-09,카드,약국
2024-09-04,M265,13497,0,0,0 일시불,0,지하철,955-45-44867,2024-10-01,카드,카페
2024-12-06,M265,2679,0,0,0 일시불,0,지하철,783-21-86341,2025-01-01,카드,약국
2024-03-22,M265,43296,0,0,0 일시불,0,베스킨라빈스,103-44-83958,2024-04-08,카드,온라인쇼핑
2024-03-26,M265,31899,0,0,0 일시불,0,전통시장 수산물,407-65-11882,2024-04-07,카드,전통시장
2024-03-20,M265,29949,0,0,0 일시불,0,맥도날드,241-11-62844,2024-04-04,카드,약국
2024-11-21,M265,14177,0,0,0 일시불,0,현금영수증_병원,274-87-77586,2024-12-08,카드,주유
